	doc_name	era	doc_word_count	new_split	keep_doc	split
11954	العصر-العباسي_خالد-الكاتب_يا-مشرقا-ملأ-العيون_001	العصر-العباسي	31	train	True	train
11996	العصر-العباسي_خالد-الكاتب_يا-قلب-أين-دواؤكا_001	العصر-العباسي	29	train	True	train
12003	العصر-الايوبي_ابن-عطاء-الله-المصري_يا-حادي-العيس-رفقاً_001	العصر-الايوبي	32	train	True	train
12007	العصر-الأندلسي_المعتمد-بن-عباد_لا-بد-من-فرج-قريب_001	العصر-الأندلسي	32	dev	True	train
12021	العصر-الايوبي_محيي-الدين-بن-عربي_ما-لقوم-إذا-تفكرت-فيهم_001	العصر-الايوبي	35	train	True	train
12024	العصر-العثماني_شهاب-الدين-الخفاجي_مولاي-داري-والذي-قد-حوت_001	العصر-العثماني	33	dev	True	test
12025	العصر-العباسي_أبو-طالب-المأموني_جوذابة-فوارة_001	العصر-العباسي	24	train	True	test
12063	العصر-العثماني_الامير-منجك-باشا_ذهب-الشراع-وصلت-الملاح_001	العصر-العثماني	36	train	True	train
12071	العصر-الأندلسي_ابن-زيدون_يا-قاطعا-حبل-ودي_001	العصر-الأندلسي	27	train	True	test
12098	العصر-الاموي_عبيد-الله-بن-الرقيات_حيوا-حليلة-بعلها-سلامه_001	العصر-الاموي	35	dev	True	train
12110	العصر-العباسي_الشريف-الرضي_ألا-رب-دوية-خضتها_001	العصر-العباسي	30	test	True	train
12128	العصر-المملوكي_بهاء-الدين-زهير_يا-رسولي-قبل-الأرض_001	العصر-المملوكي	28	train	True	train
12197	العصر-العثماني_الامير-منجك-باشا_إني-أرى-الشعراء-أفنوا-دهرهم_001	العصر-العثماني	36	dev	True	train
12206	العصر-العباسي_أبو-الحسين-النوري_كما-ترى-صيرني_001	العصر-العباسي	29	train	True	train
12209	العصر-الأندلسي_ابن-أبي-البشر_أبدعت-للناس-منظرا-عجبا_001	العصر-الأندلسي	35	train	True	train
12308	العصر-المملوكي_الشريف-العقيلي_أغضى-فآمن-خائفا_001	العصر-المملوكي	26	dev	True	test
12318	العصر-العباسي_كشاجم_يا-حبذا-يومنا-ونحن-على_001	العصر-العباسي	30	train	True	train
12324	العصر-العباسي_ابو-العتاهية_ألا-نادت-هرقلة-بالخراب_001	العصر-العباسي	30	test	True	train
12327	العصر-الايوبي_الشهاب-محمود-بن-سلمان_سيدي-قربك-عندي_001	العصر-الايوبي	35	train	True	train
12353	العصر-الايوبي_ابن-سناء-الملك_أصبحت-للدنيا-الدنية_001	العصر-الايوبي	26	train	True	dev
12383	العصر-الأندلسي_المعتمد-بن-عباد_يا-ليت-مدة-بعدك_001	العصر-الأندلسي	30	test	True	dev
12401	العصر-المملوكي_الشريف-العقيلي_راح-كريحك-في-الثناء_001	العصر-المملوكي	28	train	True	train
12424	العصر-المملوكي_الشريف-العقيلي_يا-رسولي-خل-عنك-الظرف_001	العصر-المملوكي	31	train	True	train
12466	العصر-المملوكي_الشريف-العقيلي_ما-القاش-إلا-فلك_001	العصر-المملوكي	21	train	True	dev
12468	العصر-العثماني_أحمد-الكيواني_العز-لا-يستام-إلا_001	العصر-العثماني	32	train	True	test
12499	العصر-العباسي_خالد-الكاتب_لا-جفوني-تحذر-الدمع_001	العصر-العباسي	29	train	True	train
12507	العصر-الأندلسي_عمارة-اليمني_أتيت-إلى-بابك-المرتجى_001	العصر-الأندلسي	30	train	True	dev
12519	العصر-العباسي_البحتري_يابن-مر-قول-مرتدع_001	العصر-العباسي	28	train	True	train
12604	العصر-الاموي_الأحوص-الأنصاري_شأتك-المنازل-بالأبرق_001	العصر-الاموي	33	train	True	train
12686	العصر-العباسي_الوأواء-الدمشقي_جار-الفراق-وأسرفا_001	العصر-العباسي	30	train	True	train
12720	العصر-المملوكي_ابن-الجياب-الغرناطي_مولاي-من-بالشفا_001	العصر-المملوكي	27	train	True	test
12733	العصر-الاموي_الكميت-بن-زيد_ألا-يا-سلم-يا-تربي_001	العصر-الاموي	32	train	True	test
12761	العصر-العباسي_الأحنف-العكبري_يا-عبد-إنك-قاطع_001	العصر-العباسي	30	train	True	train
12762	العصر-المملوكي_بهاء-الدين-زهير_ليت-شعري-هل-زماني_001	العصر-المملوكي	30	train	True	train
12775	العصر-العباسي_خالد-الكاتب_أما-فؤادي-فله_001	العصر-العباسي	23	dev	True	test
12805	العصر-الاموي_عمار-ذو-كبار_كاد-دندان-بأن-يجعلني_001	العصر-الاموي	34	test	True	train
12814	العصر-العباسي_خالد-الكاتب_محب-شفه-ألمه_001	العصر-العباسي	25	train	True	test
12817	العصر-العباسي_أبو-الشيص-الخزاعي_جارية-تسحر-عيناها_001	العصر-العباسي	30	train	True	train
12825	العصر-الأندلسي_ابن-قلاقس_أومض-برق-الخجل_001	العصر-الأندلسي	27	train	True	test
12836	العصر-العثماني_محمد-فضولي_صل-وسلم-على-النبي-وآله_001	العصر-العثماني	33	train	True	train
12872	العصر-العباسي_العباس-بن-الأحنف_بكت-عيني-لأنواع_001	العصر-العباسي	28	train	True	train
12877	العصر-العباسي_دعبل-الخزاعي_تصدقت-على-قومي_001	العصر-العباسي	27	train	True	train
12880	العصر-الجاهلي_المسجاح-الضبي_لقد-طوفت-في-الآفاق-حتى_001	العصر-الجاهلي	34	train	True	test
12944	العصر-العباسي_أبو-فرعون-الساسي_بنيتي-صابرا-أباكما_001	العصر-العباسي	28	test	True	train
12956	العصر-المملوكي_الشريف-العقيلي_قد-حبا-طفل-الصباح_001	العصر-المملوكي	25	train	True	test
12963	العصر-المملوكي_مالك-بن-المرحل_من-ليس-يدري-ما-يريد_001	العصر-المملوكي	31	dev	True	train
13029	العصر-الايوبي_ابن-الساعاتي_كم-من-يد-بيضاء-في-رمك_001	العصر-الايوبي	34	test	True	train
13050	العصر-العباسي_ابو-نواس_اختصم-الجود-والجمال_001	العصر-العباسي	28	train	True	train
13121	العصر-العباسي_المأمون_ظبي-كنيت-بطرفي_001	العصر-العباسي	24	train	True	test
13130	العصر-الأندلسي_عمارة-اليمني_أسفي-لملك-عاضدي-عطلت_001	العصر-الأندلسي	33	train	True	train
13251	العصر-الايوبي_ابن-عنين_هل-وفت-للطلول-عيني-فأغنت_001	العصر-الايوبي	35	train	True	train
13260	العصر-العثماني_عبد-الغني-النابلسي_لله-بالبيت-المقدس-جامع_001	العصر-العثماني	34	train	True	train
13274	العصر-الايوبي_محيي-الدين-بن-عربي_قسما-بسورة-العصر_001	العصر-الايوبي	32	train	True	train
13293	العصر-العباسي_أبو-الأسد-الحماني_تولى-الموصلي-فقد-تولت_001	العصر-العباسي	29	dev	True	train
13301	العصر-الاموي_عمر-بن-أبي-ربيعة_تذكرت-هندا-وأعصارها_001	العصر-الاموي	32	train	True	test
13364	العصر-العباسي_أبو-العلاء-المعري_ظلمتم-غيركم-فأديل-منكم_001	العصر-العباسي	30	train	True	train
13367	العصر-العثماني_ابن-الجزري_مذ-خط-آيات-عذار-له_001	العصر-العثماني	30	dev	True	train
13375	العصر-العباسي_ابن-سكرة_قد-أتى-العيد-لا-أتى_001	العصر-العباسي	27	train	True	dev
13378	العصر-العباسي_ابن-الرومي_تكلمي-في-كمامك_001	العصر-العباسي	25	train	True	test
13389	العصر-العباسي_خالد-الكاتب_بأبي-من-ليس-عندي_001	العصر-العباسي	29	train	True	train
13399	العصر-المملوكي_ابن-الأبار-البلنسي_إني-وإن-كنت-آبنوسي_001	العصر-المملوكي	31	train	True	train
13410	العصر-الجاهلي_عروة-بن-الورد_إلى-حكم-تناجل-منسماها_001	العصر-الجاهلي	35	train	True	train
13419	العصر-الاموي_أبو-الأسود-الدؤلي_أمير-المؤمنين-جزيت-خيرا_001	العصر-الاموي	33	dev	True	train
13438	العصر-الاموي_عمر-بن-أبي-ربيعة_لجت-فطيمة-منك-في-هجر_001	العصر-الاموي	35	train	True	train
13445	العصر-الأندلسي_أبو-الحسن-الششتري_يا-عذابات-الرندي_001	العصر-الأندلسي	21	train	True	test
13447	العصر-الايوبي_أسامة-بن-منقذ_أحفظتم-قلبي-بغدركم_001	العصر-الايوبي	32	train	True	train
13467	العصر-العباسي_أبو-هفان-المهزمي_دخلت-السوق-ابتاع_001	العصر-العباسي	28	train	True	train
13469	العصر-الأندلسي_ابن-هذيل-القرطبي_مخزومة-في-ثبج-شخت_001	العصر-الأندلسي	31	train	True	train
13490	المخضرمون_القعقاع-بن-عمرو_ألم-ترنا-على-اليرموك-فزنا_001	المخضرمون	34	train	True	train
13520	العصر-الايوبي_ابن-الساعاتي_لو-تبصر-الخلجان-حيث_001	العصر-الايوبي	32	train	True	train
13550	العصر-العباسي_الخباز-البلدي_أنا-إن-رمت-سلوا_001	العصر-العباسي	29	train	True	train
13553	العصر-الأندلسي_عمارة-اليمني_أيها-القارئ-إذا-مت_001	العصر-الأندلسي	31	train	True	train
13555	العصر-الجاهلي_المشؤوم_لقد-أمسى-بنو-لحيان-مني_001	العصر-الجاهلي	35	dev	True	train
13569	العصر-العباسي_خالد-الكاتب_أخلق-بوجهك-أن-يكون_001	العصر-العباسي	30	dev	True	train
13572	العصر-العباسي_ابن-الزيات_طرف-ترقرق-بالدم_001	العصر-العباسي	27	train	True	train
13599	العصر-العباسي_عبدالصمد-العبدي_أيها-الرافع-في-المسجد_001	العصر-العباسي	25	train	True	test
13631	العصر-العثماني_ابن-زاكور_من-للبيان-خليفه_001	العصر-العثماني	31	dev	True	train
13654	العصر-العباسي_الأحنف-العكبري_ليس-غير-الصبر-للحر_001	العصر-العباسي	29	train	True	train
13664	العصر-الاموي_وضاح-اليمن_دعاك-من-شوقك-الدواعي_001	العصر-الاموي	29	test	True	train
13673	العصر-الايوبي_الأبله-البغدادي_يا-زعيم-الدين-يا-من_001	العصر-الايوبي	31	dev	True	test
13703	العصر-الايوبي_أسامة-بن-منقذ_جفون-تستهل-دما_001	العصر-الايوبي	29	dev	True	test
13712	العصر-العباسي_خالد-الكاتب_ومهضوم-الحشا-كالبدر_001	العصر-العباسي	24	train	True	test
13720	العصر-الايوبي_عبد-المنعم-الجلياني_أقبل-ذو-دولة-فقالوا_001	العصر-الايوبي	33	test	True	train
13742	العصر-العباسي_أبو-عثمان-الخالدي_صدت-مجانبة-نوار_001	العصر-العباسي	31	train	True	train
13747	العصر-العباسي_ابن-طباطبا-العلوي_ورقعة-كنا-رفعناها_001	العصر-العباسي	31	train	True	train
13756	العصر-الايوبي_القاضي-الفاضل_حدثنا-يا-فتى-وأخبرنا_001	العصر-الايوبي	35	train	True	train
